2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO OS [uname_result(system='Linux', node='54b9e5afceb2', release='5.3.0-26-generic', version='#28-Ubuntu SMP Wed Dec 18 05:37:46 UTC 2019', machine='x86_64', processor='')]
2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO Python [namespace(_multiarch='x86_64-linux-gnu', cache_tag='cpython-37', hexversion=50791408, name='cpython', version=sys.version_info(major=3, minor=7, micro=3, releaselevel='final', serial=0))]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.rally INFO Rally version [1.4.0]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.utils.net INFO Connecting directly to the Internet (no proxy support).
2020-01-24 11:12:23,919 -not-actor-/PID:1 esrally.rally INFO Detected a working Internet connection.
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.rally INFO Actor system already running locally? [False]
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.actor INFO Starting actor system with system base [multiprocTCPBase] and capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900'}].
2020-01-24 11:12:23,964 -not-actor-/PID:10 root INFO ++++ Actor System gen (3, 9) started, admin @ ActorAddr-(T|:1900)
2020-01-27 08:55:31,874 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [7/8] drivers reached join point [10/15].
2020-01-27 08:55:38,465 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO iteration-count-based schedule for [percolator_with_content_hurricane_katrina] stopped regularly.
2020-01-27 08:55:41,883 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-27 08:55:41,884 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(10)].
2020-01-27 08:55:41,887 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [8/8] drivers reached join point [10/15].
2020-01-27 08:55:41,916 ActorAddr-(T|:35383)/PID:12 esrally.actor INFO Task has finished.
2020-01-27 08:55:41,917 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [21] on [1492.955816], that is in [0:00:00.992982].
2020-01-27 08:55:41,921 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [21] on [1492.957009], that is in [0:00:00.990638].
2020-01-27 08:55:41,920 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [21] on [1492.958108], that is in [0:00:00.992440].
2020-01-27 08:55:41,919 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [21] on [1492.957362], that is in [0:00:00.992363].
2020-01-27 08:55:41,916 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [21] on [1492.956952], that is in [0:00:00.994956].
2020-01-27 08:55:41,922 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [21] on [1492.956870], that is in [0:00:00.988942].
2020-01-27 08:55:41,923 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [21] on [1492.956108], that is in [0:00:00.987377].
2020-01-27 08:55:41,924 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [21] on [1492.956865], that is in [0:00:00.987303].
2020-01-27 08:55:41,888 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO All drivers completed their tasks until join point [10/15].
2020-01-27 08:55:41,916 ActorAddr-(T|:35383)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-27 08:55:41,915 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [1492.956952] (master timestamp [1492.960218])
2020-01-27 08:55:41,916 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [1492.955816] (master timestamp [1492.960218])
2020-01-27 08:55:41,918 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [1492.957362] (master timestamp [1492.960218])
2020-01-27 08:55:41,919 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [1492.958108] (master timestamp [1492.960218])
2020-01-27 08:55:41,920 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [1492.957009] (master timestamp [1492.960218])
2020-01-27 08:55:41,921 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [1492.956870] (master timestamp [1492.960218])
2020-01-27 08:55:41,922 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [1492.956108] (master timestamp [1492.960218])
2020-01-27 08:55:41,923 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [1492.956865] (master timestamp [1492.960218])
2020-01-27 08:55:42,912 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-27 08:55:42,916 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-27 08:55:42,914 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-27 08:55:42,916 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-27 08:55:42,913 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-27 08:55:42,912 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-27 08:55:42,913 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-27 08:55:42,918 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [1/8] drivers reached join point [11/15].
2020-01-27 08:55:42,918 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-27 08:55:42,913 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,917 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,915 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,917 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,914 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,913 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,914 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(11)].
2020-01-27 08:55:42,919 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [2/8] drivers reached join point [11/15].
2020-01-27 08:55:42,919 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is executing [percolator_with_content_google].
2020-01-27 08:55:42,919 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [3/8] drivers reached join point [11/15].
2020-01-27 08:55:42,919 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO Choosing [deterministic scheduler] for [percolator_with_content_google].
2020-01-27 08:55:42,919 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [4/8] drivers reached join point [11/15].
2020-01-27 08:55:42,920 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [5/8] drivers reached join point [11/15].
2020-01-27 08:55:42,921 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [6/8] drivers reached join point [11/15].
2020-01-27 08:55:42,921 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [7/8] drivers reached join point [11/15].
2020-01-27 08:55:42,919 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO Creating iteration-count based schedule with [deterministic] distribution for [percolator_with_content_google] with [100] warmup iterations and [100] iterations.
2020-01-27 08:55:42,919 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO iteration-count-based schedule will determine when the schedule for [percolator_with_content_google] terminates.
2020-01-27 08:56:03,861 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO iteration-count-based schedule for [percolator_with_content_google] stopped regularly.
2020-01-27 08:56:07,945 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-27 08:56:07,945 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(11)].
2020-01-27 08:56:07,949 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [8/8] drivers reached join point [11/15].
2020-01-27 08:56:07,959 ActorAddr-(T|:35383)/PID:12 esrally.actor INFO Task has finished.
2020-01-27 08:56:07,960 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [23] on [1518.997602], that is in [0:00:00.992363].
2020-01-27 08:56:07,961 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [23] on [1519.000844], that is in [0:00:00.994316].
2020-01-27 08:56:07,959 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [23] on [1519.001394], that is in [0:00:00.996517].
2020-01-27 08:56:07,962 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [23] on [1519.000325], that is in [0:00:00.992294].
2020-01-27 08:56:07,959 ActorAddr-(T|:35383)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-27 08:56:07,964 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [23] on [1519.000805], that is in [0:00:00.991410].
2020-01-27 08:56:07,965 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [23] on [1518.999825], that is in [0:00:00.988990].
2020-01-27 08:56:07,966 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [23] on [1518.999281], that is in [0:00:00.987974].
2020-01-27 08:56:07,966 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [23] on [1518.999381], that is in [0:00:00.987686].
2020-01-27 08:56:07,949 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO All drivers completed their tasks until join point [11/15].
2020-01-27 08:56:07,958 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [1519.001394] (master timestamp [1519.004021])
2020-01-27 08:56:07,959 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [1518.997602] (master timestamp [1519.004021])
2020-01-27 08:56:07,960 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [1519.000844] (master timestamp [1519.004021])
2020-01-27 08:56:07,962 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [1519.000325] (master timestamp [1519.004021])
2020-01-27 08:56:07,963 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [1519.000805] (master timestamp [1519.004021])
2020-01-27 08:56:07,964 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [1518.999825] (master timestamp [1519.004021])
2020-01-27 08:56:07,965 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [1518.999281] (master timestamp [1519.004021])
2020-01-27 08:56:07,965 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [1518.999381] (master timestamp [1519.004021])
2020-01-27 08:56:08,953 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-27 08:56:08,957 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-27 08:56:08,956 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-27 08:56:08,955 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-27 08:56:08,955 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-27 08:56:08,958 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-27 08:56:08,959 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-27 08:56:08,958 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,956 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,956 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,954 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,962 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-27 08:56:08,961 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [1/8] drivers reached join point [12/15].
2020-01-27 08:56:08,957 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,959 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,960 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(12)].
2020-01-27 08:56:08,961 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [2/8] drivers reached join point [12/15].
2020-01-27 08:56:08,962 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [3/8] drivers reached join point [12/15].
2020-01-27 08:56:08,962 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [4/8] drivers reached join point [12/15].
2020-01-27 08:56:08,962 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [5/8] drivers reached join point [12/15].
2020-01-27 08:56:08,962 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [6/8] drivers reached join point [12/15].
2020-01-27 08:56:08,963 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [7/8] drivers reached join point [12/15].
2020-01-27 08:56:08,962 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is executing [percolator_no_score_with_content_google].
2020-01-27 08:56:08,962 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO Choosing [deterministic scheduler] for [percolator_no_score_with_content_google].
2020-01-27 08:56:08,963 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO Creating iteration-count based schedule with [deterministic] distribution for [percolator_no_score_with_content_google] with [100] warmup iterations and [100] iterations.
2020-01-27 08:56:08,963 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO iteration-count-based schedule will determine when the schedule for [percolator_no_score_with_content_google] terminates.
2020-01-27 08:56:11,883 ActorAddr-(T|:33485)/PID:76 esrally.driver.driver INFO iteration-count-based schedule for [percolator_no_score_with_content_google] stopped regularly.
2020-01-27 08:56:13,966 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-27 08:56:13,966 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(12)].
2020-01-27 08:56:13,968 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [8/8] drivers reached join point [12/15].
2020-01-27 08:56:13,978 ActorAddr-(T|:35383)/PID:12 esrally.actor INFO Task has finished.
2020-01-27 08:56:13,978 ActorAddr-(T|:35383)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-27 08:56:13,983 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [25] on [1525.026689], that is in [0:00:00.997832].
2020-01-27 08:56:13,985 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [25] on [1525.021647], that is in [0:00:00.991549].
2020-01-27 08:56:13,985 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [25] on [1525.025032], that is in [0:00:00.994553].
2020-01-27 08:56:13,986 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [25] on [1525.024846], that is in [0:00:00.993172].
2020-01-27 08:56:13,988 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [25] on [1525.025830], that is in [0:00:00.992655].
2020-01-27 08:56:13,988 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [25] on [1525.023579], that is in [0:00:00.989996].
2020-01-27 08:56:13,989 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [25] on [1525.022354], that is in [0:00:00.987523].
2020-01-27 08:56:13,991 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [25] on [1525.022090], that is in [0:00:00.985767].
2020-01-27 08:56:13,968 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO All drivers completed their tasks until join point [12/15].
2020-01-27 08:56:13,982 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [1525.026689] (master timestamp [1525.028035])
2020-01-27 08:56:13,984 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [1525.021647] (master timestamp [1525.028035])
2020-01-27 08:56:13,984 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [1525.025032] (master timestamp [1525.028035])
2020-01-27 08:56:13,985 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [1525.024846] (master timestamp [1525.028035])
2020-01-27 08:56:13,987 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [1525.025830] (master timestamp [1525.028035])
2020-01-27 08:56:13,987 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [1525.023579] (master timestamp [1525.028035])
2020-01-27 08:56:13,988 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [1525.022354] (master timestamp [1525.028035])
2020-01-27 08:56:13,990 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [1525.022090] (master timestamp [1525.028035])
2020-01-27 08:56:14,984 ActorAddr-(T|:33485)/PID:76 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-27 08:56:14,978 ActorAddr-(T|:44851)/PID:77 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-27 08:56:14,982 ActorAddr-(T|:38961)/PID:78 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-27 08:56:14,981 ActorAddr-(T|:44455)/PID:79 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-27 08:56:14,983 ActorAddr-(T|:37005)/PID:80 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-27 08:56:14,980 ActorAddr-(T|:41885)/PID:81 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-27 08:56:14,978 ActorAddr-(T|:43835)/PID:82 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-27 08:56:14,979 ActorAddr-(T|:42551)/PID:83 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-27 08:56:14,980 ActorAddr-(T|:33473)/PID:74 esrally.driver.driver INFO [1/8] drivers reached join point [13/15].
